leading_item_id,following_item_id,value
DUCMGGNW,BJALXPFS,298197
DUCMGGNW,BLANHGYY,166053
DUCMGGNW,BUZIIBYG,14545010
DUCMGGNW,DBWLZWNK,301627
DUCMGGNW,DEWLVASR,654049
DUCMGGNW,DJBLNPNC,128932
DUCMGGNW,FDXPMYGF,141151
DUCMGGNW,FITUEHWN,201093
DUCMGGNW,FRHNWLNI,998564
DUCMGGNW,FWUCPMMW,232909
DUCMGGNW,HXYSSRXE,4783617
DUCMGGNW,IGDVVKUD,147810
DUCMGGNW,JSLXRQOK,222466
DUCMGGNW,OGAFEHLU,128183
DUCMGGNW,QKXNTIIB,1480584
DUCMGGNW,RAWUKQMJ,3867531
DUCMGGNW,RCBZUSIM,141166
DUCMGGNW,RJGPVEXX,881671
DUCMGGNW,SUOYXCHP,138263
DUCMGGNW,TGOELCAG,351924
DUCMGGNW,UQYUIVVR,7634531
DUCMGGNW,UXSPKBJR,597092
DUCMGGNW,VUAFAIYJ,928743
DUCMGGNW,WQMVCOEM,144968
DUCMGGNW,XMKRPGLB,1179661
ELQGMQWE,AANGBULD,563256
ELQGMQWE,AHMDUILJ,306050
ELQGMQWE,APQGTRMF,241225
ELQGMQWE,BEZYMBBT,3131451
ELQGMQWE,CCLHWFWF,15776780
ELQGMQWE,DBWLZWNK,366111
ELQGMQWE,DDEXPPXU,155477
ELQGMQWE,DEWLVASR,549986
ELQGMQWE,DNMPSKTB,4948199
ELQGMQWE,FITUEHWN,192055
ELQGMQWE,FQCLOEXA,2110783
ELQGMQWE,FTSVTTSR,304645
ELQGMQWE,FWUCPMMW,141803
ELQGMQWE,GYHKIVQT,19934914
ELQGMQWE,HXYSSRXE,4884277
ELQGMQWE,JBVHSUWY,584866
ELQGMQWE,JERHKLYW,242086
ELQGMQWE,JPBRUTWP,5788757
ELQGMQWE,JSLXRQOK,128403
ELQGMQWE,KEUWZRKO,566863
ELQGMQWE,KJNSOAHR,14512060
ELQGMQWE,LLHREMKS,157889
ELQGMQWE,LPHPPJUG,1298768
ELQGMQWE,LRVGFDFM,2154156
ELQGMQWE,LUENUFGA,3568706
ELQGMQWE,NAQIHUKZ,125127
ELQGMQWE,NZKBIBNU,385641
ELQGMQWE,OGAFEHLU,222802
ELQGMQWE,OKMBFVKS,2150905
ELQGMQWE,OXKURKXR,318010
ELQGMQWE,QJQJSWFU,339170
ELQGMQWE,RJGPVEXX,781108
ELQGMQWE,SAHWCZNH,1877365
ELQGMQWE,SDWAYPIK,5987787
ELQGMQWE,SUOYXCHP,214522
ELQGMQWE,UIFPPCLR,325150
ELQGMQWE,UQYUIVVR,7548795
ELQGMQWE,VUAFAIYJ,852144
ELQGMQWE,WBLJNPZQ,379100
ELQGMQWE,WPQXWHYO,11720987
ELQGMQWE,XIIEJNEE,151564
ELQGMQWE,XMKRPGLB,1200276
ELQGMQWE,XUOIQPFL,2235853
ELQGMQWE,YSYHGLQK,149335
ELQGMQWE,ZGJXVMNI,2440864
ELQGMQWE,ZKENOUDA,467997
ELQGMQWE,ZXERAXWP,154437
EVBVXETX,APQGTRMF,154842
EVBVXETX,ATLDMDBO,44149140
EVBVXETX,AXULOHBQ,184439
EVBVXETX,BJALXPFS,283272
EVBVXETX,BLANHGYY,166445
EVBVXETX,BTMOEMEP,14948151
EVBVXETX,BUZIIBYG,14444282
EVBVXETX,DJBLNPNC,116748
EVBVXETX,DNMPSKTB,4870443
EVBVXETX,DUCMGGNW,869763
EVBVXETX,FDXPMYGF,122238
EVBVXETX,FQCLOEXA,2116823
EVBVXETX,FRHNWLNI,867253
EVBVXETX,FWUCPMMW,136455
EVBVXETX,HXYSSRXE,4801146
EVBVXETX,IGDVVKUD,118730
EVBVXETX,JPBRUTWP,5688861
EVBVXETX,JSLXRQOK,130564
EVBVXETX,KEUWZRKO,555052
EVBVXETX,KJNSOAHR,14494553
EVBVXETX,LUENUFGA,3595708
EVBVXETX,MIRCVAMV,278181
EVBVXETX,NZKBIBNU,360561
EVBVXETX,PYZMVUWD,204054
EVBVXETX,QRKRBYJL,2317205
EVBVXETX,QVLMOEYE,1068915
EVBVXETX,RCBZUSIM,123749
EVBVXETX,SAHWCZNH,1893985
EVBVXETX,UGEQLMXM,314001
EVBVXETX,UXSPKBJR,597711
EVBVXETX,VBYCLTYZ,640793
EVBVXETX,WBLJNPZQ,300280
EVBVXETX,WPQXWHYO,11659555
EVBVXETX,WQMVCOEM,135321
EVBVXETX,XIFHSOWQ,267674
EVBVXETX,XIIEJNEE,157267
EVBVXETX,XIPPENFQ,351104
EVBVXETX,ZCELVYQU,303649
EVBVXETX,ZGJXVMNI,2535980
FCYBOAXC,ATLDMDBO,43993213
FCYBOAXC,BEZYMBBT,2936487
FCYBOAXC,BJALXPFS,129519
FCYBOAXC,BSRMSVTC,378230
FCYBOAXC,BTMOEMEP,14765015
FCYBOAXC,BUZIIBYG,14300425
FCYBOAXC,DUCMGGNW,701778
FCYBOAXC,FQCLOEXA,2064051
FCYBOAXC,FRHNWLNI,718688
FCYBOAXC,FWUCPMMW,0
FCYBOAXC,IGDVVKUD,0
FCYBOAXC,JERHKLYW,74976
FCYBOAXC,JPBRUTWP,5622544
FCYBOAXC,JSLXRQOK,0
FCYBOAXC,LPHPPJUG,1203489
FCYBOAXC,LSOIUSXD,300942
FCYBOAXC,LUENUFGA,3404191
FCYBOAXC,MIRCVAMV,87565
FCYBOAXC,PYZMVUWD,36506
FCYBOAXC,QKXNTIIB,1383953
FCYBOAXC,UQYUIVVR,7450165
FCYBOAXC,VBYCLTYZ,455754
FCYBOAXC,VUAFAIYJ,630748
FCYBOAXC,VWMBASNE,34651
FCYBOAXC,WBLJNPZQ,121866
FCYBOAXC,XUOIQPFL,2040316
FDXPMYGF,AHMDUILJ,321065
FDXPMYGF,BJALXPFS,298483
FDXPMYGF,BSRMSVTC,431187
FDXPMYGF,CCLHWFWF,15676544
FDXPMYGF,DNMPSKTB,4863218
FDXPMYGF,DUCMGGNW,847516
FDXPMYGF,FITUEHWN,186447
FDXPMYGF,FQCLOEXA,2228927
FDXPMYGF,HCDTGMST,127944
FDXPMYGF,HXYSSRXE,4767657
FDXPMYGF,JBVHSUWY,497130
FDXPMYGF,JERHKLYW,141313
FDXPMYGF,JPBRUTWP,5700650
FDXPMYGF,KEUWZRKO,462146
FDXPMYGF,LSOIUSXD,375897
FDXPMYGF,LUENUFGA,3455512
FDXPMYGF,MBSBZBXA,4669252
FDXPMYGF,OGAFEHLU,95643
FDXPMYGF,PYZMVUWD,130195
FDXPMYGF,RJGPVEXX,871064
FDXPMYGF,ROACSLMG,2362291
FDXPMYGF,SAHWCZNH,1787237
FDXPMYGF,SUOYXCHP,100144
FDXPMYGF,TGOELCAG,339806
FDXPMYGF,VMAQSTJE,140885
FDXPMYGF,WBLJNPZQ,276809
FDXPMYGF,WPQXWHYO,11810513
FDXPMYGF,WQMVCOEM,111595
FDXPMYGF,XIFHSOWQ,175257
FITUEHWN,AXULOHBQ,186578
FITUEHWN,BEZYMBBT,3138316
FITUEHWN,BJALXPFS,298431
FITUEHWN,CCLHWFWF,15757377
FITUEHWN,DBWLZWNK,361395
FITUEHWN,DEWLVASR,555030
FITUEHWN,DJBLNPNC,134017
FITUEHWN,FDXPMYGF,146486
FITUEHWN,GKQIJYDH,7951334
FITUEHWN,KJNSOAHR,14515625
FITUEHWN,LSOIUSXD,364697
FITUEHWN,LUENUFGA,3584470
FITUEHWN,MBSBZBXA,4690270
FITUEHWN,OKMBFVKS,2123860
FITUEHWN,QJQJSWFU,336272
FITUEHWN,RCBZUSIM,125192
FITUEHWN,SAAYMURU,144507
FITUEHWN,STZDBITS,22402668
FITUEHWN,UGEQLMXM,313242
FITUEHWN,UQYUIVVR,7558614
FITUEHWN,XMKRPGLB,1184014
FITUEHWN,ZCELVYQU,334154
FQCLOEXA,AANGBULD,588557
FQCLOEXA,AHMDUILJ,226855
FQCLOEXA,AXULOHBQ,268702
FQCLOEXA,BEZYMBBT,3141489
FQCLOEXA,BSRMSVTC,572430
FQCLOEXA,BUZIIBYG,14465988
FQCLOEXA,DEWLVASR,542951
FQCLOEXA,DJBLNPNC,138929
FQCLOEXA,DUCMGGNW,866434
FQCLOEXA,EVBVXETX,4866194
FQCLOEXA,FITUEHWN,177936
FQCLOEXA,FRHNWLNI,895969
FQCLOEXA,IGDVVKUD,136922
FQCLOEXA,JSLXRQOK,140197
FQCLOEXA,KAGJCHMR,135826
FQCLOEXA,KEUWZRKO,570151
FQCLOEXA,KJNSOAHR,14534275
FQCLOEXA,LLHREMKS,161315
FQCLOEXA,LSOIUSXD,459405
FQCLOEXA,LUENUFGA,3601870
FQCLOEXA,NZKBIBNU,371557
FQCLOEXA,PYZMVUWD,246052
FQCLOEXA,QJQJSWFU,354701
FQCLOEXA,QVLMOEYE,1081516
FQCLOEXA,RJGPVEXX,795680
FQCLOEXA,SAAYMURU,164530
FQCLOEXA,SAHWCZNH,1901721
FQCLOEXA,SDWAYPIK,5991695
FQCLOEXA,SNHYOVBM,319399
FQCLOEXA,TGOELCAG,422193
FQCLOEXA,UXSPKBJR,603231
FQCLOEXA,VBYCLTYZ,642524
FQCLOEXA,VMAQSTJE,250461
FQCLOEXA,WPQXWHYO,11686069
FQCLOEXA,WQMVCOEM,131976
FQCLOEXA,XIFHSOWQ,278198
FQCLOEXA,XIIEJNEE,180881
FQCLOEXA,XIPPENFQ,368278
FQCLOEXA,YSYHGLQK,129488
FQCLOEXA,ZCELVYQU,315447
FQCLOEXA,ZKENOUDA,483406
FQCLOEXA,ZXERAXWP,154150
FRHNWLNI,ATLDMDBO,44126794
FRHNWLNI,BJALXPFS,272852
FRHNWLNI,BLANHGYY,185463
FRHNWLNI,BSRMSVTC,483538
FRHNWLNI,BTMOEMEP,14960474
FRHNWLNI,DDEXPPXU,241352
FRHNWLNI,DNMPSKTB,4858112
FRHNWLNI,DUCMGGNW,850447
FRHNWLNI,EVBVXETX,4906609
FRHNWLNI,FDXPMYGF,128591
FRHNWLNI,FITUEHWN,212761
FRHNWLNI,GKQIJYDH,7950351
FRHNWLNI,GYHKIVQT,19832988
FRHNWLNI,HXYSSRXE,4787490
FRHNWLNI,IGDVVKUD,145054
FRHNWLNI,JERHKLYW,223355
FRHNWLNI,JPBRUTWP,5685753
FRHNWLNI,LLHREMKS,175452
FRHNWLNI,LPHPPJUG,1396553
FRHNWLNI,LRVGFDFM,2082244
FRHNWLNI,LUENUFGA,3586964
FRHNWLNI,QJQJSWFU,255060
FRHNWLNI,QRKRBYJL,2302392
FRHNWLNI,QVLMOEYE,1087408
FRHNWLNI,RCBZUSIM,135427
FRHNWLNI,UGEQLMXM,310261
FRHNWLNI,UIFPPCLR,221214
FRHNWLNI,UXSPKBJR,600937
FRHNWLNI,VBYCLTYZ,638842
FRHNWLNI,WBLJNPZQ,290549
FRHNWLNI,WQMVCOEM,137895
FRHNWLNI,XIIEJNEE,167078
FRHNWLNI,XIPPENFQ,340941
FRHNWLNI,XUOIQPFL,2157030
FRHNWLNI,ZCELVYQU,324606
FRHNWLNI,ZGJXVMNI,2521247
FTSVTTSR,BEZYMBBT,3134415
FTSVTTSR,DBWLZWNK,291424
FTSVTTSR,DEWLVASR,548651
FTSVTTSR,FQCLOEXA,2123007
FTSVTTSR,GKQIJYDH,7939930
FTSVTTSR,GYHKIVQT,19927712
FTSVTTSR,KAGJCHMR,138567
FTSVTTSR,LLHREMKS,107158
FTSVTTSR,MBSBZBXA,4679702
FTSVTTSR,OKMBFVKS,2133281
FTSVTTSR,QKXNTIIB,1475717
FTSVTTSR,SAAYMURU,126901
FTSVTTSR,SNHYOVBM,313679
FTSVTTSR,STZDBITS,22403381
FTSVTTSR,SUOYXCHP,126907
FTSVTTSR,TGOELCAG,332521
FTSVTTSR,UQYUIVVR,7540845
FTSVTTSR,VBYCLTYZ,739126
FTSVTTSR,XIIEJNEE,156266
FTSVTTSR,YSYHGLQK,134177
FTSVTTSR,ZCELVYQU,306831
FTSVTTSR,ZKENOUDA,494809
FWUCPMMW,AHMDUILJ,310973
FWUCPMMW,AXULOHBQ,164414
FWUCPMMW,BJALXPFS,289202
FWUCPMMW,BLANHGYY,164926
FWUCPMMW,BSRMSVTC,457897
FWUCPMMW,DNMPSKTB,4881458
FWUCPMMW,DUCMGGNW,866716
FWUCPMMW,FDXPMYGF,102555
FWUCPMMW,FRHNWLNI,888263
FWUCPMMW,FTSVTTSR,289916
FWUCPMMW,HXYSSRXE,4805706
FWUCPMMW,JBVHSUWY,506819
FWUCPMMW,JSLXRQOK,111970
FWUCPMMW,LLHREMKS,138842
FWUCPMMW,NAQIHUKZ,104116
FWUCPMMW,PYZMVUWD,148802
FWUCPMMW,QJQJSWFU,322152
FWUCPMMW,RCBZUSIM,147601
FWUCPMMW,ROACSLMG,2375460
FWUCPMMW,SAAYMURU,173137
FWUCPMMW,SUOYXCHP,137197
FWUCPMMW,UQYUIVVR,7543705
FWUCPMMW,WBLJNPZQ,287243
FWUCPMMW,WHPUAOID,129282
FWUCPMMW,WQMVCOEM,124582
FWUCPMMW,XIIEJNEE,141321
GKQIJYDH,AXULOHBQ,180078
GKQIJYDH,BJALXPFS,292288
GKQIJYDH,BTMOEMEP,15039791
GKQIJYDH,DBWLZWNK,284970
GKQIJYDH,DDEXPPXU,166090
GKQIJYDH,DUCMGGNW,939618
GKQIJYDH,ELQGMQWE,790741
GKQIJYDH,FDXPMYGF,136997
GKQIJYDH,FQCLOEXA,2209143
GKQIJYDH,FWUCPMMW,41287
GKQIJYDH,JBVHSUWY,499431
GKQIJYDH,LLHREMKS,159484
GKQIJYDH,LPHPPJUG,1374402
GKQIJYDH,OXKURKXR,165421
GKQIJYDH,UQYUIVVR,7547797
GKQIJYDH,XMKRPGLB,1133949
GKQIJYDH,YSYHGLQK,41932
GKQIJYDH,ZCELVYQU,310672
GKQIJYDH,ZXERAXWP,137799
GYHKIVQT,AANGBULD,692944
GYHKIVQT,APQGTRMF,120986
GYHKIVQT,ATLDMDBO,44132606
GYHKIVQT,AXULOHBQ,123477
GYHKIVQT,BEZYMBBT,3016350
GYHKIVQT,BJALXPFS,268366
GYHKIVQT,BLANHGYY,165185
GYHKIVQT,BSRMSVTC,445646
GYHKIVQT,BTMOEMEP,14934284
GYHKIVQT,BUZIIBYG,14513109
GYHKIVQT,DDEXPPXU,203109
GYHKIVQT,DEWLVASR,643249
GYHKIVQT,DNMPSKTB,4805213
GYHKIVQT,ELQGMQWE,880235
GYHKIVQT,EVBVXETX,4999098
GYHKIVQT,FCYBOAXC,105007418
GYHKIVQT,FDXPMYGF,95537
GYHKIVQT,FITUEHWN,257408
GYHKIVQT,FQCLOEXA,2224668
GYHKIVQT,HXYSSRXE,4744707
GYHKIVQT,JBVHSUWY,462880
GYHKIVQT,JPBRUTWP,5670300
GYHKIVQT,KEUWZRKO,427193
GYHKIVQT,KJNSOAHR,14598575
GYHKIVQT,LPHPPJUG,1365782
GYHKIVQT,LUENUFGA,3463585
GYHKIVQT,MIRCVAMV,170949
GYHKIVQT,NZKBIBNU,457610
GYHKIVQT,OGAFEHLU,95579
GYHKIVQT,OKMBFVKS,1993117
GYHKIVQT,PYZMVUWD,103623
GYHKIVQT,QRKRBYJL,2279885
GYHKIVQT,QVLMOEYE,1033788
GYHKIVQT,RAWUKQMJ,3856880
GYHKIVQT,RCBZUSIM,91871
GYHKIVQT,RJGPVEXX,862979
GYHKIVQT,SAAYMURU,210662
GYHKIVQT,SAHWCZNH,1748888
GYHKIVQT,SDWAYPIK,5852227
GYHKIVQT,UGEQLMXM,286073
GYHKIVQT,UIFPPCLR,195951
GYHKIVQT,UQYUIVVR,7617824
GYHKIVQT,VBYCLTYZ,614891
GYHKIVQT,VMAQSTJE,129668
GYHKIVQT,VWMBASNE,197154
GYHKIVQT,WBLJNPZQ,263414
GYHKIVQT,WPQXWHYO,11788064
GYHKIVQT,WQMVCOEM,121626
GYHKIVQT,XIFHSOWQ,158774
GYHKIVQT,XIIEJNEE,229711
GYHKIVQT,XUOIQPFL,2112317
GYHKIVQT,ZCELVYQU,387341
GYHKIVQT,ZGJXVMNI,2525230
GYHKIVQT,ZKENOUDA,600026
GYHKIVQT,ZXERAXWP,228151
HCDTGMST,AHMDUILJ,228318
HCDTGMST,APQGTRMF,243042
HCDTGMST,ATLDMDBO,44239697
HCDTGMST,BEZYMBBT,3145770
HCDTGMST,BTMOEMEP,15033837
HCDTGMST,DDEXPPXU,243312
HCDTGMST,DNMPSKTB,4965491
HCDTGMST,FRHNWLNI,1004860
HCDTGMST,GKQIJYDH,7958366
HCDTGMST,HXYSSRXE,4876297
HCDTGMST,JERHKLYW,117900
HCDTGMST,JPBRUTWP,5787339
HCDTGMST,KEUWZRKO,441933
HCDTGMST,LUENUFGA,3470431
HCDTGMST,MBSBZBXA,4677602
HCDTGMST,OJIFIHMZ,3057200
HCDTGMST,OKMBFVKS,2132701
HCDTGMST,QKXNTIIB,1468408
HCDTGMST,QRKRBYJL,2411741
HCDTGMST,RAWUKQMJ,3966719
HCDTGMST,RCBZUSIM,245082
HCDTGMST,SAHWCZNH,1784143
HCDTGMST,STZDBITS,22404301
HCDTGMST,SUOYXCHP,140922
HCDTGMST,UXSPKBJR,682898
HCDTGMST,VBYCLTYZ,724866
HCDTGMST,VWMBASNE,230672
HCDTGMST,WQMVCOEM,208928
HCDTGMST,XIFHSOWQ,161206
HCDTGMST,ZGJXVMNI,2451708
HXYSSRXE,AANGBULD,685321
HXYSSRXE,AHMDUILJ,302524
HXYSSRXE,APQGTRMF,155520
HXYSSRXE,ATLDMDBO,44135191
HXYSSRXE,AXULOHBQ,148435
HXYSSRXE,BJALXPFS,268985
HXYSSRXE,BLANHGYY,153466
HXYSSRXE,BSRMSVTC,443717
HXYSSRXE,BTMOEMEP,14945763
HXYSSRXE,CCLHWFWF,15672248
HXYSSRXE,DEWLVASR,641552
HXYSSRXE,DNMPSKTB,4837731
HXYSSRXE,ELQGMQWE,880161
HXYSSRXE,EVBVXETX,5018640
HXYSSRXE,FDXPMYGF,115604
HXYSSRXE,FQCLOEXA,2239960
HXYSSRXE,FRHNWLNI,888383
HXYSSRXE,GYHKIVQT,19820943
HXYSSRXE,JBVHSUWY,484140
HXYSSRXE,JPBRUTWP,5669962
HXYSSRXE,KEUWZRKO,436444
HXYSSRXE,LPHPPJUG,1383815
HXYSSRXE,LSOIUSXD,374129
HXYSSRXE,LUENUFGA,3484908
HXYSSRXE,NZKBIBNU,466547
HXYSSRXE,OGAFEHLU,102871
HXYSSRXE,OKMBFVKS,2029394
HXYSSRXE,OXKURKXR,215162
HXYSSRXE,PYZMVUWD,112422
HXYSSRXE,QJQJSWFU,250609
HXYSSRXE,QRKRBYJL,2326831
HXYSSRXE,RAWUKQMJ,3850069
HXYSSRXE,RCBZUSIM,124925
HXYSSRXE,RJGPVEXX,893617
HXYSSRXE,SAHWCZNH,1777654
HXYSSRXE,SDWAYPIK,5878761
HXYSSRXE,SUOYXCHP,109673
HXYSSRXE,TGOELCAG,343062
HXYSSRXE,UGEQLMXM,296996
HXYSSRXE,UIFPPCLR,228425
HXYSSRXE,VMAQSTJE,143596
HXYSSRXE,VWMBASNE,225739
HXYSSRXE,WBLJNPZQ,287326
HXYSSRXE,WPQXWHYO,11794983
HXYSSRXE,WQMVCOEM,112177
HXYSSRXE,XIFHSOWQ,159295
HXYSSRXE,XIPPENFQ,325313
HXYSSRXE,XUOIQPFL,2129734
HXYSSRXE,ZGJXVMNI,2547163
HXYSSRXE,ZKENOUDA,599252
IGDVVKUD,APQGTRMF,168837
IGDVVKUD,ATLDMDBO,44138285
IGDVVKUD,BEZYMBBT,3045858
IGDVVKUD,BLANHGYY,175932
IGDVVKUD,BSRMSVTC,476187
IGDVVKUD,BTMOEMEP,14915541
IGDVVKUD,BUZIIBYG,14462214
IGDVVKUD,DBWLZWNK,279336
IGDVVKUD,DJBLNPNC,89237
IGDVVKUD,DNMPSKTB,4869121
IGDVVKUD,DUCMGGNW,874797
IGDVVKUD,EVBVXETX,4903978
IGDVVKUD,FDXPMYGF,124859
IGDVVKUD,FITUEHWN,200576
IGDVVKUD,FQCLOEXA,2229433
IGDVVKUD,FRHNWLNI,890190
IGDVVKUD,FWUCPMMW,149063
IGDVVKUD,GYHKIVQT,19838962
IGDVVKUD,HXYSSRXE,4769058
IGDVVKUD,JPBRUTWP,5688637
IGDVVKUD,LPHPPJUG,1388579
IGDVVKUD,LRVGFDFM,2060844
IGDVVKUD,OKMBFVKS,2026703
IGDVVKUD,OXKURKXR,218021
IGDVVKUD,QRKRBYJL,2318354
IGDVVKUD,QVLMOEYE,1057495
IGDVVKUD,RAWUKQMJ,3875293
IGDVVKUD,RCBZUSIM,141031
IGDVVKUD,ROACSLMG,2258291
IGDVVKUD,SAAYMURU,169297
IGDVVKUD,SAHWCZNH,1870868
IGDVVKUD,SDWAYPIK,5886263
IGDVVKUD,SNHYOVBM,316020
IGDVVKUD,SUOYXCHP,108742
IGDVVKUD,UGEQLMXM,317914
IGDVVKUD,UIFPPCLR,234786
IGDVVKUD,UXSPKBJR,586334
IGDVVKUD,VBYCLTYZ,612983
IGDVVKUD,VMAQSTJE,156171
IGDVVKUD,VWMBASNE,239386
IGDVVKUD,WHPUAOID,164118
IGDVVKUD,WQMVCOEM,124985
IGDVVKUD,XUOIQPFL,2153881
JBVHSUWY,AANGBULD,692185
JBVHSUWY,AHMDUILJ,214860
JBVHSUWY,APQGTRMF,150121
JBVHSUWY,BEZYMBBT,3050906
JBVHSUWY,ELQGMQWE,910857
JBVHSUWY,FITUEHWN,293420
JBVHSUWY,FQCLOEXA,2228433
JBVHSUWY,FTSVTTSR,301782
JBVHSUWY,GYHKIVQT,19835437
JBVHSUWY,HCDTGMST,155074
JBVHSUWY,JERHKLYW,237520
JBVHSUWY,KEUWZRKO,451469
JBVHSUWY,KJNSOAHR,14621619
JBVHSUWY,LLHREMKS,174824
JBVHSUWY,LTOYKIML,664147
JBVHSUWY,MBSBZBXA,4765188
JBVHSUWY,NAQIHUKZ,108831
JBVHSUWY,OKMBFVKS,2039094
JBVHSUWY,PYZMVUWD,148145
JBVHSUWY,QJQJSWFU,245910
JBVHSUWY,RAWUKQMJ,3887491
JBVHSUWY,RJGPVEXX,869609
JBVHSUWY,SAAYMURU,160957
JBVHSUWY,SDWAYPIK,5892817
JBVHSUWY,STZDBITS,22426076
JBVHSUWY,SUOYXCHP,136492
JBVHSUWY,TGOELCAG,346301
JBVHSUWY,UIFPPCLR,234477
JBVHSUWY,VBYCLTYZ,642627
JBVHSUWY,VMAQSTJE,141106
JBVHSUWY,WBLJNPZQ,294129
JBVHSUWY,WHPUAOID,169282
JBVHSUWY,WPQXWHYO,11784904
JBVHSUWY,XIIEJNEE,256481
JBVHSUWY,XUOIQPFL,2153791
JBVHSUWY,ZKENOUDA,592870
JBVHSUWY,ZXERAXWP,250689
JERHKLYW,AANGBULD,607076
JERHKLYW,AHMDUILJ,307375
JERHKLYW,ATLDMDBO,44230634
JERHKLYW,AXULOHBQ,269902
JERHKLYW,BEZYMBBT,3134722
JERHKLYW,BUZIIBYG,14473412
JERHKLYW,CCLHWFWF,15755802
JERHKLYW,DBWLZWNK,383616
JERHKLYW,DNMPSKTB,4971991
JERHKLYW,FTSVTTSR,335028
JERHKLYW,GKQIJYDH,8024436
JERHKLYW,JBVHSUWY,497499
JERHKLYW,KEUWZRKO,474441
JERHKLYW,LPHPPJUG,1305098
JERHKLYW,LTOYKIML,553700
JERHKLYW,MBSBZBXA,4672790
JERHKLYW,OXKURKXR,321061
JERHKLYW,QKXNTIIB,1450800
JERHKLYW,QRKRBYJL,2405983
JERHKLYW,RAWUKQMJ,3975039
JERHKLYW,SDWAYPIK,5983319
JERHKLYW,TGOELCAG,338965
JERHKLYW,UGEQLMXM,411490
JERHKLYW,UIFPPCLR,321483
JERHKLYW,UQYUIVVR,7538339
JERHKLYW,UXSPKBJR,702623
JERHKLYW,VUAFAIYJ,833263
JERHKLYW,VWMBASNE,233621
JERHKLYW,WBLJNPZQ,375187
JERHKLYW,WQMVCOEM,217379
JERHKLYW,XIFHSOWQ,177702
JERHKLYW,XIPPENFQ,255834
JERHKLYW,XUOIQPFL,2235802
JERHKLYW,ZKENOUDA,501208
JPBRUTWP,AANGBULD,693378
JPBRUTWP,APQGTRMF,129345
JPBRUTWP,ATLDMDBO,44107920
JPBRUTWP,AXULOHBQ,170615
JPBRUTWP,BEZYMBBT,3025545
JPBRUTWP,BLANHGYY,183890
JPBRUTWP,BSRMSVTC,466199
JPBRUTWP,BTMOEMEP,14941314
JPBRUTWP,DBWLZWNK,263499
JPBRUTWP,DEWLVASR,637228
JPBRUTWP,DJBLNPNC,128901
JPBRUTWP,DNMPSKTB,4837686
JPBRUTWP,DUCMGGNW,865495
JPBRUTWP,ELQGMQWE,900435
JPBRUTWP,EVBVXETX,4993784
JPBRUTWP,FCYBOAXC,105033048
JPBRUTWP,FDXPMYGF,131139
JPBRUTWP,FQCLOEXA,2243088
JPBRUTWP,FRHNWLNI,902657
JPBRUTWP,GYHKIVQT,19798811
JPBRUTWP,HXYSSRXE,4766438
JPBRUTWP,IGDVVKUD,137787
JPBRUTWP,JBVHSUWY,464475
JPBRUTWP,JERHKLYW,220813
JPBRUTWP,KJNSOAHR,14622232
JPBRUTWP,LPHPPJUG,1378654
JPBRUTWP,LSOIUSXD,350058
JPBRUTWP,LTOYKIML,646083
JPBRUTWP,OGAFEHLU,106533
JPBRUTWP,OKMBFVKS,2001736
JPBRUTWP,OXKURKXR,199191
JPBRUTWP,PYZMVUWD,124264
JPBRUTWP,QRKRBYJL,2290937
JPBRUTWP,QVLMOEYE,1032115
JPBRUTWP,RAWUKQMJ,3862210
JPBRUTWP,RCBZUSIM,106498
JPBRUTWP,RJGPVEXX,869393
JPBRUTWP,ROACSLMG,2274132
JPBRUTWP,SDWAYPIK,5863920
JPBRUTWP,SUOYXCHP,126723
JPBRUTWP,TGOELCAG,414893
JPBRUTWP,UGEQLMXM,291441
JPBRUTWP,UIFPPCLR,222821
JPBRUTWP,UXSPKBJR,592334
JPBRUTWP,VBYCLTYZ,615177
JPBRUTWP,VMAQSTJE,142120
JPBRUTWP,VWMBASNE,205602
JPBRUTWP,WBLJNPZQ,275976
JPBRUTWP,WQMVCOEM,139315
JPBRUTWP,XUOIQPFL,2136927
JPBRUTWP,YSYHGLQK,211739
JPBRUTWP,ZGJXVMNI,2547234
JPBRUTWP,ZKENOUDA,599727
JPBRUTWP,ZXERAXWP,251337
JSLXRQOK,APQGTRMF,166988
JSLXRQOK,BUZIIBYG,14563939
JSLXRQOK,CCLHWFWF,15698467
JSLXRQOK,DEWLVASR,568153
JSLXRQOK,DJBLNPNC,118669
JSLXRQOK,EVBVXETX,4898428
JSLXRQOK,FDXPMYGF,147334
JSLXRQOK,FITUEHWN,199382
JSLXRQOK,FTSVTTSR,261145
JSLXRQOK,GKQIJYDH,7953402
JSLXRQOK,KJNSOAHR,14513700
JSLXRQOK,LLHREMKS,130628
JSLXRQOK,LUENUFGA,3567944
JSLXRQOK,NAQIHUKZ,78163
JSLXRQOK,QJQJSWFU,345228
JSLXRQOK,SAAYMURU,159008
JSLXRQOK,STZDBITS,22419952
JSLXRQOK,SUOYXCHP,147413
JSLXRQOK,TGOELCAG,342991
JSLXRQOK,UIFPPCLR,329957
JSLXRQOK,VUAFAIYJ,840521
JSLXRQOK,XIIEJNEE,138951
JSLXRQOK,YSYHGLQK,142837
KAGJCHMR,AANGBULD,585869
KAGJCHMR,BTMOEMEP,15036082
KAGJCHMR,BUZIIBYG,14473921
KAGJCHMR,DDEXPPXU,130860
KAGJCHMR,DUCMGGNW,947800
