leading_item_id,following_item_id,value
LRVGFDFM,DNMPSKTB,4835838
LRVGFDFM,GYHKIVQT,19345599
LRVGFDFM,IGDVVKUD,74640
LRVGFDFM,JPBRUTWP,5611571
LRVGFDFM,LPHPPJUG,1381720
LRVGFDFM,LSOIUSXD,388866
LRVGFDFM,OGAFEHLU,67637
LRVGFDFM,OKMBFVKS,2028496
LRVGFDFM,OXKURKXR,182331
LRVGFDFM,QRKRBYJL,2276046
LRVGFDFM,QVLMOEYE,1055659
LRVGFDFM,RCBZUSIM,140501
LRVGFDFM,ROACSLMG,2242611
LRVGFDFM,SDWAYPIK,5719274
LRVGFDFM,UGEQLMXM,252132
LRVGFDFM,UXSPKBJR,578340
LRVGFDFM,VBYCLTYZ,633230
LRVGFDFM,VUAFAIYJ,1016121
LRVGFDFM,VWMBASNE,208843
LRVGFDFM,XIIEJNEE,104125
LRVGFDFM,XUOIQPFL,2198458
LSOIUSXD,AXULOHBQ,255681
LSOIUSXD,CCLHWFWF,15526558
LSOIUSXD,DUCMGGNW,924005
LSOIUSXD,ELQGMQWE,991986
LSOIUSXD,FCYBOAXC,103471972
LSOIUSXD,GYHKIVQT,19457061
LSOIUSXD,KJNSOAHR,14364228
LSOIUSXD,LRVGFDFM,2201296
LSOIUSXD,MIRCVAMV,272540
LSOIUSXD,QVLMOEYE,1152059
LSOIUSXD,UIFPPCLR,320839
LSOIUSXD,VUAFAIYJ,901693
LSOIUSXD,VWMBASNE,298132
LSOIUSXD,WBLJNPZQ,345798
LSOIUSXD,XIPPENFQ,340988
LSOIUSXD,XUOIQPFL,2196193
LSOIUSXD,ZKENOUDA,683664
LTOYKIML,DEWLVASR,634130
LTOYKIML,FTSVTTSR,386573
LTOYKIML,JPBRUTWP,5798822
LTOYKIML,JSLXRQOK,226583
LTOYKIML,LLHREMKS,248074
LTOYKIML,MBSBZBXA,4759100
LTOYKIML,NAQIHUKZ,210050
LTOYKIML,OXKURKXR,415021
LTOYKIML,VUAFAIYJ,912552
LTOYKIML,XIIEJNEE,241336
LTOYKIML,ZCELVYQU,406354
LUENUFGA,ATLDMDBO,43248730
LUENUFGA,DNMPSKTB,4982066
LUENUFGA,EVBVXETX,5005772
LUENUFGA,KJNSOAHR,14352280
LUENUFGA,LPHPPJUG,1351515
LUENUFGA,MIRCVAMV,241845
LUENUFGA,RAWUKQMJ,3978692
LUENUFGA,SAHWCZNH,1833527
LUENUFGA,VWMBASNE,303713
LUENUFGA,XIFHSOWQ,224640
LUENUFGA,XIPPENFQ,298246
LUENUFGA,ZXERAXWP,335697
MBSBZBXA,HCDTGMST,225796
MBSBZBXA,JERHKLYW,219530
MBSBZBXA,QJQJSWFU,402454
MBSBZBXA,VBYCLTYZ,812621
MIRCVAMV,CCLHWFWF,15404338
MIRCVAMV,DBWLZWNK,369870
MIRCVAMV,DDEXPPXU,228694
MIRCVAMV,KAGJCHMR,221967
MIRCVAMV,LTOYKIML,614881
MIRCVAMV,NZKBIBNU,461720
MIRCVAMV,VUAFAIYJ,1019583
MIRCVAMV,ZGJXVMNI,2484376
NAQIHUKZ,DEWLVASR,640654
NAQIHUKZ,FITUEHWN,283218
NAQIHUKZ,FTSVTTSR,341611
NAQIHUKZ,GKQIJYDH,7769932
NAQIHUKZ,KAGJCHMR,226278
NAQIHUKZ,LLHREMKS,203172
NAQIHUKZ,SAAYMURU,226177
NAQIHUKZ,STZDBITS,21927896
NAQIHUKZ,TGOELCAG,441227
NAQIHUKZ,ZCELVYQU,380739
NZKBIBNU,AANGBULD,679167
NZKBIBNU,DEWLVASR,638585
NZKBIBNU,DUCMGGNW,931779
NZKBIBNU,ELQGMQWE,885265
NZKBIBNU,EVBVXETX,4903206
NZKBIBNU,FITUEHWN,278410
NZKBIBNU,FRHNWLNI,966059
NZKBIBNU,FTSVTTSR,386186
NZKBIBNU,FWUCPMMW,229491
NZKBIBNU,JSLXRQOK,220910
NZKBIBNU,KEUWZRKO,656572
NZKBIBNU,KJNSOAHR,14255227
NZKBIBNU,LUENUFGA,3633523
NZKBIBNU,NAQIHUKZ,197338
NZKBIBNU,OKMBFVKS,2191354
NZKBIBNU,SAHWCZNH,1957235
NZKBIBNU,WPQXWHYO,11554898
NZKBIBNU,XIFHSOWQ,367705
NZKBIBNU,XIIEJNEE,234141
NZKBIBNU,XIPPENFQ,443840
OGAFEHLU,AHMDUILJ,306582
OGAFEHLU,APQGTRMF,236343
OGAFEHLU,ATLDMDBO,43126833
OGAFEHLU,BTMOEMEP,14596749
OGAFEHLU,DBWLZWNK,353663
OGAFEHLU,DNMPSKTB,4879179
OGAFEHLU,DUCMGGNW,929598
OGAFEHLU,FCYBOAXC,103358516
OGAFEHLU,FRHNWLNI,969255
OGAFEHLU,GYHKIVQT,19420897
OGAFEHLU,IGDVVKUD,212791
OGAFEHLU,JPBRUTWP,5670502
OGAFEHLU,LRVGFDFM,2089060
OGAFEHLU,OKMBFVKS,2067820
OGAFEHLU,OXKURKXR,305864
OGAFEHLU,QRKRBYJL,2315390
OGAFEHLU,QVLMOEYE,1105816
OGAFEHLU,RCBZUSIM,210100
OGAFEHLU,RJGPVEXX,962960
OGAFEHLU,ROACSLMG,2321467
OGAFEHLU,SDWAYPIK,5846584
OGAFEHLU,UGEQLMXM,373580
OGAFEHLU,UIFPPCLR,299458
OGAFEHLU,UQYUIVVR,7468122
OGAFEHLU,UXSPKBJR,679603
OGAFEHLU,VBYCLTYZ,684417
OGAFEHLU,VWMBASNE,288311
OGAFEHLU,WBLJNPZQ,375240
OGAFEHLU,WQMVCOEM,216379
OGAFEHLU,XIIEJNEE,236019
OGAFEHLU,XUOIQPFL,2186991
OGAFEHLU,ZGJXVMNI,2595864
OJIFIHMZ,AHMDUILJ,303332
OJIFIHMZ,FITUEHWN,275237
OJIFIHMZ,JERHKLYW,216142
OJIFIHMZ,KEUWZRKO,645547
OJIFIHMZ,SNHYOVBM,401020
OJIFIHMZ,STZDBITS,21930171
OKMBFVKS,APQGTRMF,240062
OKMBFVKS,ATLDMDBO,43152453
OKMBFVKS,BEZYMBBT,3097332
OKMBFVKS,BTMOEMEP,14595575
OKMBFVKS,DEWLVASR,738277
OKMBFVKS,DJBLNPNC,213493
OKMBFVKS,ELQGMQWE,989449
OKMBFVKS,FCYBOAXC,103454194
OKMBFVKS,FDXPMYGF,197406
OKMBFVKS,FQCLOEXA,2298791
OKMBFVKS,FRHNWLNI,968699
OKMBFVKS,GYHKIVQT,19432578
OKMBFVKS,IGDVVKUD,226810
OKMBFVKS,JPBRUTWP,5681572
OKMBFVKS,KJNSOAHR,14358106
OKMBFVKS,QVLMOEYE,1145720
OKMBFVKS,RCBZUSIM,222577
OKMBFVKS,RJGPVEXX,958890
OKMBFVKS,SDWAYPIK,5855189
OKMBFVKS,UIFPPCLR,312723
OKMBFVKS,VWMBASNE,299871
OKMBFVKS,ZGJXVMNI,2599453
OKMBFVKS,ZKENOUDA,684396
OKMBFVKS,ZXERAXWP,352574
OXKURKXR,APQGTRMF,241170
OXKURKXR,ATLDMDBO,43137008
OXKURKXR,AXULOHBQ,256640
OXKURKXR,BEZYMBBT,3095986
OXKURKXR,DEWLVASR,743623
OXKURKXR,DJBLNPNC,215796
OXKURKXR,DNMPSKTB,4893577
OXKURKXR,ELQGMQWE,998612
OXKURKXR,FQCLOEXA,2302372
OXKURKXR,FTSVTTSR,395618
OXKURKXR,GYHKIVQT,19448843
OXKURKXR,HXYSSRXE,4803908
OXKURKXR,JPBRUTWP,5693229
OXKURKXR,JSLXRQOK,212325
OXKURKXR,NAQIHUKZ,213535
OXKURKXR,QRKRBYJL,2354173
OXKURKXR,QVLMOEYE,1136874
OXKURKXR,RAWUKQMJ,3884403
OXKURKXR,RCBZUSIM,220456
OXKURKXR,SDWAYPIK,5865637
OXKURKXR,TGOELCAG,434055
OXKURKXR,UGEQLMXM,402235
OXKURKXR,WBLJNPZQ,372182
OXKURKXR,ZKENOUDA,683643
PYZMVUWD,AHMDUILJ,306257
PYZMVUWD,DDEXPPXU,335864
PYZMVUWD,KJNSOAHR,14362016
PYZMVUWD,LSOIUSXD,440071
PYZMVUWD,LUENUFGA,3505027
PYZMVUWD,MIRCVAMV,276775
PYZMVUWD,QJQJSWFU,327238
PYZMVUWD,RJGPVEXX,972556
PYZMVUWD,UGEQLMXM,400796
PYZMVUWD,VUAFAIYJ,1023124
PYZMVUWD,VWMBASNE,315058
PYZMVUWD,XIFHSOWQ,253469
PYZMVUWD,XIPPENFQ,336927
PYZMVUWD,XMKRPGLB,1300800
PYZMVUWD,ZXERAXWP,360418
QJQJSWFU,HCDTGMST,356097
QJQJSWFU,OKMBFVKS,2083360
QJQJSWFU,OXKURKXR,303720
QJQJSWFU,SDWAYPIK,5864052
QKXNTIIB,BLANHGYY,251231
QKXNTIIB,FTSVTTSR,377893
QKXNTIIB,JSLXRQOK,208573
QKXNTIIB,NAQIHUKZ,198822
QKXNTIIB,SNHYOVBM,409284
QKXNTIIB,TGOELCAG,435007
QKXNTIIB,XIIEJNEE,241204
QRKRBYJL,AANGBULD,774711
QRKRBYJL,APQGTRMF,231051
QRKRBYJL,ATLDMDBO,43104574
QRKRBYJL,AXULOHBQ,207565
QRKRBYJL,BEZYMBBT,3094926
QRKRBYJL,BJALXPFS,344908
QRKRBYJL,BLANHGYY,257294
QRKRBYJL,BTMOEMEP,14575888
QRKRBYJL,DEWLVASR,739790
QRKRBYJL,DNMPSKTB,4830308
QRKRBYJL,FDXPMYGF,184138
QRKRBYJL,FQCLOEXA,2294923
QRKRBYJL,FRHNWLNI,969511
QRKRBYJL,GYHKIVQT,19408851
QRKRBYJL,HXYSSRXE,4787312
QRKRBYJL,JPBRUTWP,5655734
QRKRBYJL,LPHPPJUG,1488062
QRKRBYJL,LRVGFDFM,2092993
QRKRBYJL,OGAFEHLU,207725
QRKRBYJL,OKMBFVKS,2063563
QRKRBYJL,OXKURKXR,302069
QRKRBYJL,QVLMOEYE,1090016
QRKRBYJL,RAWUKQMJ,3870174
QRKRBYJL,RCBZUSIM,200192
QRKRBYJL,RJGPVEXX,959983
QRKRBYJL,SDWAYPIK,5831536
QRKRBYJL,UGEQLMXM,373073
QRKRBYJL,UIFPPCLR,306339
QRKRBYJL,UXSPKBJR,670603
QRKRBYJL,VBYCLTYZ,674787
QRKRBYJL,WBLJNPZQ,354614
QRKRBYJL,XUOIQPFL,2174190
QRKRBYJL,ZGJXVMNI,2598896
QRKRBYJL,ZKENOUDA,683605
QVLMOEYE,APQGTRMF,234050
QVLMOEYE,ATLDMDBO,43126985
QVLMOEYE,AXULOHBQ,222987
QVLMOEYE,BEZYMBBT,3101059
QVLMOEYE,BJALXPFS,358594
QVLMOEYE,BLANHGYY,256720
QVLMOEYE,BSRMSVTC,547517
QVLMOEYE,BTMOEMEP,14581117
QVLMOEYE,DJBLNPNC,202657
QVLMOEYE,DNMPSKTB,4849123
QVLMOEYE,ELQGMQWE,984271
QVLMOEYE,FDXPMYGF,184032
QVLMOEYE,FQCLOEXA,2289767
QVLMOEYE,FRHNWLNI,969383
QVLMOEYE,GYHKIVQT,19429680
QVLMOEYE,HXYSSRXE,4783429
QVLMOEYE,JPBRUTWP,5673675
QVLMOEYE,LPHPPJUG,1477953
QVLMOEYE,OKMBFVKS,2071307
QVLMOEYE,QRKRBYJL,2311734
QVLMOEYE,RAWUKQMJ,3862674
QVLMOEYE,RCBZUSIM,199780
QVLMOEYE,SDWAYPIK,5842772
QVLMOEYE,VBYCLTYZ,688411
QVLMOEYE,VWMBASNE,312634
QVLMOEYE,WBLJNPZQ,349444
QVLMOEYE,WQMVCOEM,218366
QVLMOEYE,XUOIQPFL,2191469
QVLMOEYE,ZGJXVMNI,2599921
QVLMOEYE,ZKENOUDA,689551
RAWUKQMJ,AXULOHBQ,235010
RAWUKQMJ,DNMPSKTB,4871788
RAWUKQMJ,EVBVXETX,4996036
RAWUKQMJ,FDXPMYGF,206213
RAWUKQMJ,FQCLOEXA,2286200
RAWUKQMJ,GYHKIVQT,19443253
RAWUKQMJ,HXYSSRXE,4786404
RAWUKQMJ,NZKBIBNU,554635
RAWUKQMJ,SAHWCZNH,1820978
RAWUKQMJ,UGEQLMXM,390605
RAWUKQMJ,VMAQSTJE,224221
RAWUKQMJ,WPQXWHYO,11663674
RAWUKQMJ,ZGJXVMNI,2581862
RCBZUSIM,APQGTRMF,252656
RCBZUSIM,ATLDMDBO,43139792
RCBZUSIM,AXULOHBQ,238541
RCBZUSIM,BJALXPFS,358193
RCBZUSIM,BLANHGYY,268465
RCBZUSIM,BTMOEMEP,14609018
RCBZUSIM,DNMPSKTB,4874819
RCBZUSIM,FDXPMYGF,205500
RCBZUSIM,GYHKIVQT,19452349
RCBZUSIM,HXYSSRXE,4809896
RCBZUSIM,JPBRUTWP,5691934
RCBZUSIM,OXKURKXR,312683
RCBZUSIM,QVLMOEYE,1147260
RCBZUSIM,WBLJNPZQ,365003
RCBZUSIM,XUOIQPFL,2198786
RCBZUSIM,YSYHGLQK,328413
RCBZUSIM,ZGJXVMNI,2601121
RJGPVEXX,AANGBULD,656096
RJGPVEXX,EVBVXETX,4906609
RJGPVEXX,FITUEHWN,284045
RJGPVEXX,GYHKIVQT,19571076
RJGPVEXX,JBVHSUWY,674134
RJGPVEXX,KEUWZRKO,660921
RJGPVEXX,KJNSOAHR,14250984
RJGPVEXX,LUENUFGA,3616425
RJGPVEXX,MIRCVAMV,381051
RJGPVEXX,SAHWCZNH,1947768
RJGPVEXX,SDWAYPIK,5978548
RJGPVEXX,UQYUIVVR,7361812
RJGPVEXX,VBYCLTYZ,820749
RJGPVEXX,VUAFAIYJ,911545
RJGPVEXX,VWMBASNE,415580
RJGPVEXX,WPQXWHYO,11558837
RJGPVEXX,XIFHSOWQ,369386
RJGPVEXX,XIPPENFQ,449741
RJGPVEXX,ZKENOUDA,564720
ROACSLMG,APQGTRMF,241382
ROACSLMG,ATLDMDBO,43143831
ROACSLMG,BEZYMBBT,3097772
ROACSLMG,BTMOEMEP,14582181
ROACSLMG,DJBLNPNC,213525
ROACSLMG,FDXPMYGF,208983
ROACSLMG,IGDVVKUD,208015
ROACSLMG,JPBRUTWP,5682160
ROACSLMG,QRKRBYJL,2348581
ROACSLMG,SNHYOVBM,408225
ROACSLMG,TGOELCAG,535137
ROACSLMG,VBYCLTYZ,710363
ROACSLMG,XMKRPGLB,1288055
ROACSLMG,XUOIQPFL,2199200
SAAYMURU,BJALXPFS,361476
SAAYMURU,FWUCPMMW,225483
SAAYMURU,MBSBZBXA,4641990
SAAYMURU,STZDBITS,21944683
SAAYMURU,UQYUIVVR,7361841
SAAYMURU,XIIEJNEE,254607
SAHWCZNH,ATLDMDBO,43258641
SAHWCZNH,EVBVXETX,5015453
SAHWCZNH,FRHNWLNI,1079080
SAHWCZNH,HXYSSRXE,4915089
SAHWCZNH,JSLXRQOK,327989
SAHWCZNH,KEUWZRKO,534049
SAHWCZNH,KJNSOAHR,14361941
SAHWCZNH,LUENUFGA,3472733
SAHWCZNH,MIRCVAMV,271452
SAHWCZNH,NZKBIBNU,573095
SAHWCZNH,RJGPVEXX,962638
SAHWCZNH,WPQXWHYO,11693304
SAHWCZNH,WQMVCOEM,321690
SAHWCZNH,XIFHSOWQ,217299
SAHWCZNH,XIPPENFQ,318654
SDWAYPIK,AANGBULD,782918
SDWAYPIK,APQGTRMF,212501
SDWAYPIK,ATLDMDBO,43108412
SDWAYPIK,AXULOHBQ,249557
SDWAYPIK,BEZYMBBT,3069880
SDWAYPIK,BTMOEMEP,14576767
SDWAYPIK,DBWLZWNK,338468
SDWAYPIK,DEWLVASR,734651
SDWAYPIK,DNMPSKTB,4852306
SDWAYPIK,DUCMGGNW,904731
SDWAYPIK,GYHKIVQT,19401340
SDWAYPIK,HXYSSRXE,4777722
SDWAYPIK,IGDVVKUD,205818
SDWAYPIK,JPBRUTWP,5650853
SDWAYPIK,KJNSOAHR,14358681
SDWAYPIK,LPHPPJUG,1479027
SDWAYPIK,LRVGFDFM,2074466
SDWAYPIK,LSOIUSXD,429529
SDWAYPIK,OGAFEHLU,178334
SDWAYPIK,OKMBFVKS,2047621
SDWAYPIK,OXKURKXR,261396
SDWAYPIK,QJQJSWFU,307884
SDWAYPIK,QRKRBYJL,2307359
SDWAYPIK,QVLMOEYE,1096349
SDWAYPIK,RAWUKQMJ,3864040
SDWAYPIK,RCBZUSIM,191754
SDWAYPIK,RJGPVEXX,941316
SDWAYPIK,UGEQLMXM,361927
SDWAYPIK,UIFPPCLR,290687
SDWAYPIK,UXSPKBJR,654764
SDWAYPIK,VBYCLTYZ,675383
SDWAYPIK,VWMBASNE,303199
SDWAYPIK,WBLJNPZQ,357036
SDWAYPIK,WQMVCOEM,193862
SDWAYPIK,XUOIQPFL,2160120
SDWAYPIK,ZGJXVMNI,2588920
SDWAYPIK,ZKENOUDA,692710
SNHYOVBM,AHMDUILJ,409341
SNHYOVBM,BLANHGYY,256998
SNHYOVBM,DBWLZWNK,362060
SNHYOVBM,DJBLNPNC,198304
SNHYOVBM,DUCMGGNW,1042286
STZDBITS,FWUCPMMW,0
STZDBITS,LTOYKIML,409191
STZDBITS,XIIEJNEE,158227
STZDBITS,YSYHGLQK,0
SUOYXCHP,FITUEHWN,285446
SUOYXCHP,HCDTGMST,243765
SUOYXCHP,KEUWZRKO,550843
SUOYXCHP,QJQJSWFU,328263
SUOYXCHP,RJGPVEXX,963094
SUOYXCHP,STZDBITS,21934045
SUOYXCHP,WPQXWHYO,11666664
TGOELCAG,KEUWZRKO,537616
TGOELCAG,LLHREMKS,262243
TGOELCAG,LUENUFGA,3501005
TGOELCAG,OJIFIHMZ,3244886
TGOELCAG,XIFHSOWQ,266979
TGOELCAG,XMKRPGLB,1192647
TGOELCAG,YSYHGLQK,216959
UGEQLMXM,APQGTRMF,241728
UGEQLMXM,ATLDMDBO,43135293
UGEQLMXM,AXULOHBQ,262568
UGEQLMXM,BTMOEMEP,14571516
UGEQLMXM,DBWLZWNK,353331
UGEQLMXM,DJBLNPNC,187647
UGEQLMXM,DNMPSKTB,4891129
UGEQLMXM,DUCMGGNW,931052
UGEQLMXM,FQCLOEXA,2301035
UGEQLMXM,GYHKIVQT,19431634
UGEQLMXM,HXYSSRXE,4792780
UGEQLMXM,IGDVVKUD,199565
UGEQLMXM,JPBRUTWP,5671761
UGEQLMXM,KJNSOAHR,14361171
UGEQLMXM,LPHPPJUG,1471542
UGEQLMXM,LSOIUSXD,430726
UGEQLMXM,OGAFEHLU,204933
UGEQLMXM,OKMBFVKS,2074525
UGEQLMXM,OXKURKXR,303359
UGEQLMXM,QRKRBYJL,2327896
UGEQLMXM,QVLMOEYE,1110497
UGEQLMXM,RAWUKQMJ,3881007
UGEQLMXM,RCBZUSIM,221655
UGEQLMXM,ROACSLMG,2324341
UGEQLMXM,SDWAYPIK,5832220
UGEQLMXM,UXSPKBJR,676934
UGEQLMXM,VBYCLTYZ,683401
UGEQLMXM,VWMBASNE,300461
UGEQLMXM,WHPUAOID,228948
UGEQLMXM,XUOIQPFL,2199566
UGEQLMXM,ZGJXVMNI,2592583
UGEQLMXM,ZKENOUDA,685213
UIFPPCLR,APQGTRMF,248625
UIFPPCLR,BEZYMBBT,3106211
UIFPPCLR,DEWLVASR,741640
UIFPPCLR,ELQGMQWE,995408
UIFPPCLR,GYHKIVQT,19434672
UIFPPCLR,HXYSSRXE,4808614
UIFPPCLR,KJNSOAHR,14374044
UIFPPCLR,QRKRBYJL,2348741
UIFPPCLR,QVLMOEYE,1151086
UIFPPCLR,SDWAYPIK,5863800
UIFPPCLR,UXSPKBJR,675601
UIFPPCLR,VBYCLTYZ,714233
UIFPPCLR,WQMVCOEM,218137
UIFPPCLR,XUOIQPFL,2194328
UIFPPCLR,ZKENOUDA,686520
UQYUIVVR,HCDTGMST,246523
UQYUIVVR,OGAFEHLU,210786
UQYUIVVR,TGOELCAG,422226
UQYUIVVR,UIFPPCLR,420504
UQYUIVVR,VMAQSTJE,230532
UQYUIVVR,WHPUAOID,240411
UQYUIVVR,WQMVCOEM,204618
UQYUIVVR,ZKENOUDA,572298
UXSPKBJR,APQGTRMF,239143
UXSPKBJR,ATLDMDBO,43131904
UXSPKBJR,BTMOEMEP,14599153
UXSPKBJR,DBWLZWNK,354960
UXSPKBJR,DNMPSKTB,4890117
UXSPKBJR,FRHNWLNI,968097
UXSPKBJR,HXYSSRXE,4779982
UXSPKBJR,IGDVVKUD,222530
UXSPKBJR,JPBRUTWP,5681183
UXSPKBJR,KEUWZRKO,651027
UXSPKBJR,LRVGFDFM,2089255
UXSPKBJR,NZKBIBNU,462070
UXSPKBJR,OJIFIHMZ,3132284
UXSPKBJR,QRKRBYJL,2331351
UXSPKBJR,QVLMOEYE,1131197
UXSPKBJR,RAWUKQMJ,3866078
UXSPKBJR,RCBZUSIM,196780
UXSPKBJR,SAHWCZNH,1949566
UXSPKBJR,SDWAYPIK,5859277
UXSPKBJR,VBYCLTYZ,705097
UXSPKBJR,WQMVCOEM,203823
UXSPKBJR,XIIEJNEE,255689
VBYCLTYZ,APQGTRMF,230279
VBYCLTYZ,ATLDMDBO,43120026
VBYCLTYZ,AXULOHBQ,242001
VBYCLTYZ,BEZYMBBT,3095920
VBYCLTYZ,BJALXPFS,362964
VBYCLTYZ,BLANHGYY,246323
VBYCLTYZ,BTMOEMEP,14568990
VBYCLTYZ,DJBLNPNC,202212
VBYCLTYZ,DNMPSKTB,4859995
VBYCLTYZ,FDXPMYGF,188377
VBYCLTYZ,FRHNWLNI,969713
VBYCLTYZ,GYHKIVQT,19434123
VBYCLTYZ,HXYSSRXE,4795001
VBYCLTYZ,IGDVVKUD,215938
VBYCLTYZ,JPBRUTWP,5674986
VBYCLTYZ,LPHPPJUG,1483629
VBYCLTYZ,OXKURKXR,312971
VBYCLTYZ,QRKRBYJL,2319578
VBYCLTYZ,QVLMOEYE,1111426
VBYCLTYZ,RAWUKQMJ,3866541
VBYCLTYZ,RCBZUSIM,211194
VBYCLTYZ,SDWAYPIK,5843425
VBYCLTYZ,UGEQLMXM,397277
VBYCLTYZ,UXSPKBJR,677439
VBYCLTYZ,WQMVCOEM,209017
VBYCLTYZ,XUOIQPFL,2197042
VBYCLTYZ,ZGJXVMNI,2593045
VBYCLTYZ,ZKENOUDA,680536
VMAQSTJE,EVBVXETX,5008438
VMAQSTJE,KEUWZRKO,533329
VMAQSTJE,LUENUFGA,3515595
VMAQSTJE,OGAFEHLU,220379
VMAQSTJE,OJIFIHMZ,3133536
VMAQSTJE,PYZMVUWD,217289
VMAQSTJE,RCBZUSIM,229543
VMAQSTJE,STZDBITS,21940295
VMAQSTJE,UIFPPCLR,314917
VMAQSTJE,VWMBASNE,306630
VMAQSTJE,WPQXWHYO,11667943
VMAQSTJE,XIFHSOWQ,252035
VUAFAIYJ,APQGTRMF,366703
VUAFAIYJ,CCLHWFWF,15412752
VUAFAIYJ,FCYBOAXC,103466698
VUAFAIYJ,LLHREMKS,262273
VUAFAIYJ,LRVGFDFM,2086166
VUAFAIYJ,LSOIUSXD,581034
VUAFAIYJ,UGEQLMXM,505848
VUAFAIYJ,UIFPPCLR,422510
VUAFAIYJ,VWMBASNE,419619
VUAFAIYJ,WBLJNPZQ,372104
VUAFAIYJ,WHPUAOID,247497
VUAFAIYJ,XIPPENFQ,444697
VUAFAIYJ,ZCELVYQU,405178
VUAFAIYJ,ZXERAXWP,244495
VWMBASNE,CCLHWFWF,15384051
VWMBASNE,FCYBOAXC,103469463
VWMBASNE,LRVGFDFM,2091156
VWMBASNE,MIRCVAMV,235423
VWMBASNE,WBLJNPZQ,341543
VWMBASNE,XIPPENFQ,326760
WBLJNPZQ,AANGBULD,783679
WBLJNPZQ,ATLDMDBO,43147710
WBLJNPZQ,BJALXPFS,355646
WBLJNPZQ,BSRMSVTC,547779
WBLJNPZQ,BTMOEMEP,14610161
WBLJNPZQ,CCLHWFWF,15401248
WBLJNPZQ,DBWLZWNK,367790
WBLJNPZQ,DEWLVASR,753426
WBLJNPZQ,FQCLOEXA,2295234
WBLJNPZQ,HXYSSRXE,4794730
WBLJNPZQ,JPBRUTWP,5660914
WBLJNPZQ,LPHPPJUG,1479165
WBLJNPZQ,LRVGFDFM,2087509
WBLJNPZQ,LSOIUSXD,427773
WBLJNPZQ,MIRCVAMV,276688
WBLJNPZQ,OGAFEHLU,205945
WBLJNPZQ,OKMBFVKS,2082877
WBLJNPZQ,OXKURKXR,311562
WBLJNPZQ,QRKRBYJL,2346278
WBLJNPZQ,QVLMOEYE,1151571
WBLJNPZQ,RAWUKQMJ,3883138
WBLJNPZQ,RJGPVEXX,972108
WBLJNPZQ,SDWAYPIK,5855820
WBLJNPZQ,SNHYOVBM,522278
WBLJNPZQ,UGEQLMXM,385363
WBLJNPZQ,UIFPPCLR,318788
WBLJNPZQ,VUAFAIYJ,1032645
WBLJNPZQ,XIFHSOWQ,263601
WBLJNPZQ,XUOIQPFL,2203794
WBLJNPZQ,ZGJXVMNI,2603852
WBLJNPZQ,ZKENOUDA,697711
WHPUAOID,DUCMGGNW,930199
WHPUAOID,FDXPMYGF,221175
WHPUAOID,LLHREMKS,257650
WHPUAOID,LRVGFDFM,2096973
WHPUAOID,OJIFIHMZ,3134460
WHPUAOID,XMKRPGLB,1302827
WPQXWHYO,EVBVXETX,4866826
WPQXWHYO,KJNSOAHR,14208285
WPQXWHYO,LUENUFGA,3584377
WPQXWHYO,MIRCVAMV,332551
WPQXWHYO,NZKBIBNU,402277
WPQXWHYO,RJGPVEXX,791873
WPQXWHYO,SAHWCZNH,1917287
WPQXWHYO,VMAQSTJE,302772
WPQXWHYO,XIFHSOWQ,347528
WPQXWHYO,XIPPENFQ,420863
WPQXWHYO,ZKENOUDA,523900
WQMVCOEM,AXULOHBQ,266961
WQMVCOEM,BJALXPFS,366906
WQMVCOEM,DNMPSKTB,4890752
WQMVCOEM,FDXPMYGF,222691
WQMVCOEM,HXYSSRXE,4811511
WQMVCOEM,JPBRUTWP,5680233
WQMVCOEM,OGAFEHLU,208242
XIFHSOWQ,AXULOHBQ,371411
XIFHSOWQ,EVBVXETX,5024245
XIFHSOWQ,FCYBOAXC,103464676
XIFHSOWQ,FRHNWLNI,1078712
XIFHSOWQ,LUENUFGA,3490226
XIFHSOWQ,MIRCVAMV,238755
XIFHSOWQ,NZKBIBNU,574572
XIFHSOWQ,SAHWCZNH,1838493
XIFHSOWQ,VWMBASNE,282719
XIFHSOWQ,WPQXWHYO,11687258
XIFHSOWQ,XIPPENFQ,302037
XIIEJNEE,ATLDMDBO,43141160
XIIEJNEE,BTMOEMEP,14566864
XIIEJNEE,BUZIIBYG,14289176
XIIEJNEE,DBWLZWNK,368941
XIIEJNEE,DJBLNPNC,157459
XIIEJNEE,EVBVXETX,4903993
XIIEJNEE,FRHNWLNI,963185
XIIEJNEE,FWUCPMMW,219470
XIIEJNEE,HXYSSRXE,4806107
XIIEJNEE,IGDVVKUD,170263
XIIEJNEE,LRVGFDFM,2095406
XIIEJNEE,OKMBFVKS,2077515
XIIEJNEE,QRKRBYJL,2341301
XIIEJNEE,QVLMOEYE,1128978
XIIEJNEE,RCBZUSIM,217732
XIIEJNEE,ROACSLMG,2317241
XIIEJNEE,SAAYMURU,237693
XIIEJNEE,SDWAYPIK,5855875
XIIEJNEE,SNHYOVBM,396178
XIIEJNEE,UGEQLMXM,404600
XIIEJNEE,UXSPKBJR,676549
XIIEJNEE,VBYCLTYZ,687817
XIIEJNEE,VWMBASNE,314841
XIIEJNEE,WHPUAOID,234429
XIPPENFQ,DDEXPPXU,220290
XIPPENFQ,FCYBOAXC,103464441
XIPPENFQ,MIRCVAMV,242582
XIPPENFQ,ZGJXVMNI,2482260
